id,title,duration,boxoffice,first_boxoffice,pr_movie,bt_movie,cl_movie,de_movie,pr_box_rank,is_ip,is_sequel,douban_rating,baidu_index,actor,issue_company,manu_company,rating_numbers,comment_numbers,review_numbers,director_1_id,director_1_name,director_1_amount,director_1_boxoffice,director_1_pr_boxrank,director_1_baidu,director_2_id,director_2_name,director_2_amount,director_2_boxoffice,director_2_pr_boxrank,director_2_baidu,actor_1_id,actor_1_name,actor_1_amount,actor_1_boxoffice,actor_1_pr_boxrank,actor_1_baidu,actor_1_fans,actor_2_id,actor_2_name,actor_2_amount,actor_2_boxoffice,actor_2_pr_boxrank,actor_2_baidu,actor_2_fans,scenarist_1_id,scenarist_1_name,scenarist_1_amount,scenarist_1_boxoffice,scenarist_1_pr_boxrank,scenarist_1_baidu,scenarist_2_id,scenarist_2_name,scenarist_2_amount,scenarist_2_boxoffice,scenarist_2_pr_boxrank,scenarist_2_baidu,issue_company_1_id,manu_company_1_id,type,technology,release_date,year,month,day,day_of_week,quarter,week,duration_85,duration_85_140,duration_140,type_list,num_types,genre_剧情,genre_爱情,genre_喜剧,genre_动作,genre_惊悚,genre_悬疑,genre_犯罪,genre_战争,genre_恐怖,genre_纪录片,genre_青春,genre_奇幻,genre_冒险,genre_儿童,genre_传记,genre_古装,genre_励志,genre_亲情,genre_科幻,genre_历史,genre_avg,technology_list,technology_2D,technology_3D,technology_IMAX,year_mean_1000,is_weekend,springfestival,summer,nationalday,newyear,is_star_issue_company,is_star_manu_company
1206,白狐,130.0,3154.0,996.0,1.425,116517.53906,0.18432,2.02198,2.06909,0,0,3.3,12296.0,张智霖 Julian Cheung;;;惠英红 Kara Hui;;;高虎 Hu Gao;;;游本昌 Benchang You;;;巩新亮 Miumiu;;;关智斌 Kenny Kwan;;;殷果儿 Abby;;;郭明翔 Wilson Guo;;;周亚平 Yaping Zhou;;;陈哈妮 Honey;;;井凌潇 Lingxiao Jin;;;李欣宸 Xin Chen Li;;;马樱侨 Yingqiao Ma;;;孙子珺 Zi Jun Sun;;;王祉萱 Zhi Xuan Wang;;;庄洁梦 Jie-meng Zhuang;;;姚菲菲 Fei Fei Yao,";;;浙江东阳四月天影视文化有限公司 Zhejiang Dongyang April Day Entertainment Co., Ltd",";;;横店影视制作有限公司 HG Entertainment Co.,Ltd;;;浙江东阳四月天影视文化有限公司 Zhejiang Dongyang April Day Entertainment Co., Ltd;;;北京东方歌典文化传播有限公司 Beijing Dongfang Gedian Media Co.,Ltd",10321.0,3983.0,172.0,1319787.0,牛朝阳,3,3380.0,3.42415,200.0,,,0,0.0,0.0,0.0,1005138.0,钟欣潼,9,22704.0,2.78555,2220.0,2413.0,1050979.0,张智霖,4,30539.0,4.79643,5891.0,2829.0,1319787.0,牛朝阳,3,3380.0,3.42415,200.0,,,0,0.0,0.0,0.0,1526.0,742.0,爱情/奇幻,3D,2013-09-28,2013,9,28,5,3,39,False,True,False,"['爱情', '奇幻']",2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,14729,['3D'],0,1,0,16769,1,False,False,True,False,False,False
1207,我爱的是你爱我,97.0,3028.8,1074.0,2.07402,228609.96875,0.18686,3.37507,2.10061,0,0,5.4,6314.0,王珞丹 Luodan Wang;;;张涵予 Hanyu Zhang;;;朱丹 Dani;;;王柏杰 Edison Wang;;;孙兴 Xing Sun;;;李呈媛 Chengyuan Li;;;张浩天 Haotian Zhang;;;李纬 Wei Li;;;刘延 Yan Liu;;;王浩燃 Haoran Wang;;;陈欣健 Philip Chan,";;;乐创文娱 Le Vision Pictures (Beijing) Co.,Ltd",";;;乐创文娱 Le Vision Pictures (Beijing) Co.,Ltd;;;乐视影业（天津）有限公司 Le Vision Pictures (Tianjin) Co.,Ltd;;;北京橙天拾捌经纪文化有限公司 Beijing Chengtian Shiba Media Co.,Ltd;;;北京龙标影业有限公司 Longbiao（Beijing）Media Co.,Ltd;;;卧虎湾（北京）影视文化发展有限公司 Wohuwan（Beijing）Entertainment Co.,Ltd",15808.0,5332.0,175.0,1317674.0,马志宇,1,1527.0,1.80712,191.0,,,0,0.0,0.0,0.0,1274319.0,张涵予,18,291951.0,16.20351,2615.0,148.0,1274301.0,王珞丹,7,66894.0,2.6487700000000003,6709.0,4371.0,1317674.0,马志宇,2,8619.0,1.80712,191.0,,,0,0.0,0.0,0.0,883.0,883.0,爱情,2D,2013-11-08,2013,11,8,4,4,45,False,True,False,['爱情'],1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5737,['2D'],1,0,0,16769,1,False,False,False,False,True,True
1208,越来越好之村晚,100.0,3002.2,1903.0,2.32178,610588.6875,0.20203,10.39389,0.69076,0,0,4.2,7733.0,梁家辉 Tony Leung Ka Fai;;;王宝强 Baoqiang Wang;;;王珞丹 Luodan Wang;;;佟大为 Dawei Tong;;;景甜 Tian Jing;;;倪大红 Dahong Ni;;;郭富城 Aaron Kwok;;;徐静蕾 Jinglei Xu;;;吴君如 Sandra Ng;;;黄觉 Jue Huang;;;张译 Yi Zhang;;;莫文蔚 Karen Mok;;;吴莫愁 MoMo Wu;;;章子怡 Ziyi Zhang;;;梁朝伟 Tony Leung;;;钟丽缇 Christy Chung;;;巫刚 Gang Wu;;;伊能静 Shizuka Inoh;;;高群书 Qunshu Gao;;;刘仪伟 Yiwei Liu;;;林雪 Suet Lam;;;林保怡 Bowie Lam;;;刘桦 Hua Liu;;;华少 Shao Hua;;;吴刚 Gang Wu;;;刘德华 Andy Lau;;;王志飞 Zhifei Wang;;;莫少聪 Max Mok;;;刘之冰 Zhibing Liu,";;;北京小马奔腾文化传媒股份有限公司 Beijing Galloping Horse Media Co.,Ltd",;;;八一电影制片厂 Bayi Film Studio;;;国家新闻出版广电总局电影卫星频道节目制作中心 China Movie Channel SARFT,21225.0,5560.0,69.0,1275554.0,张一白,5,20680.0,8.3527,532.0,1317475.0,谢东燊,0,0.0,1.50093,0.0,1041390.0,郭富城,9,33381.0,12.27715,8467.0,1340.0,1274388.0,王宝强,17,236302.0,16.65309,19387.0,2781.0,1276015.0,徐正超,2,25535.0,2.37906,106.0,,,0,0.0,0.0,0.0,639.0,67.0,贺岁/喜剧,2D,2013-02-10,2013,2,10,6,1,6,False,True,False,"['贺岁', '喜剧']",2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5127,['2D'],1,0,0,16769,1,True,False,False,False,True,True
1209,超级经纪人,99.0,2883.0,1325.0,4.398630000000002,347108.15625,0.18553,6.38136,2.19921,0,0,4.8,6994.0,杜汶泽 Chapman To;;;蔡卓妍 Charlene Choi;;;高云翔 Yunxiang Gao;;;陈思璇 Shatina Chen;;;王祖蓝 Cho-lam Wong;;;何炅 Jiong He;;;郑希怡 Hei-Yi Cheng;;;卢海鹏 Hoi-Pang Lo;;;张继聪 Louis Cheung;;;张敬轩 Hins Cheung;;;陆永 Wing-kuen Luk;;;车婉婉 Stephanie Che;;;洛诗 Alice;;;王敏奕 Venus Wong;;;泳儿 Vincy Chan;;;吴浩康 Deep Ng;;;张致恒 Steven Cheung;;;霍汶希 Mani Fok,";;;大地时代电影发行（北京）有限公司 Dadi Century Films Distribution（Beijing）Co.,Ltd",";;;大地时代文化传播（北京）有限公司 Dadi Century Films（Beijing）Co.,Ltd;;;英皇电影发行（北京）有限公司 EMP Distribution（Beijing）Limited;;;英皇（北京）影视文化传媒有限公司 Yinghuang（Beijing）Media Co.,Ltd;;;英皇娱乐（香港）有限公司 Emperor Entertainment Group",12011.0,2655.0,38.0,1321488.0,冯志强,1,378.0,4.16955,268.0,,,0,0.0,0.0,0.0,1041425.0,蔡卓妍,17,119874.0,2.95177,3954.0,2123.0,1019343.0,,14,93672.0,0.0,0.0,0.0,1321488.0,冯志强,6,135561.0,4.16955,268.0,1274234.0,陈庆嘉,4,10533.0,2.84697,0.0,1496.0,659.0,都市/爱情,2D,2013-09-06,2013,9,6,4,3,36,False,True,False,"['都市', '爱情']",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2868,['2D'],1,0,0,16769,1,False,False,False,False,False,False
1210,青春派,86.0,2814.1,1299.0,3.77296,569700.9375,0.18033,1.18507,3.03661,0,0,7.4,27788.0,董子健 ZiJian Dong;;;秦海璐 Amanda Qin;;;咏梅 Mei Yong;;;焦刚 Gang Jiao;;;安悦溪 Yue Xi An;;;蒋雪鸣 Xueming Jiang;;;高浩元 Haoyuan Gao;;;谭楚峰 Chufeng Tan;;;郄路通 Lutong Xi;;;李天浩 Tianhao Li;;;蒋小涵 Xiaohan Jiang;;;侯孝贤 Hsiao-hsien Hou,,";;;湖北黄冈广电数字传媒有限公司 Hubei Huanggang Radio and Television Media  Co.,Ltd;;;国家新闻出版广电总局电影卫星频道节目制作中心 China Movie Channel SARFT;;;湖北远东卓越影视传媒有限公司 Hubei Yuandong Zhuoyue Entertainment Co.,Ltd",130361.0,30467.0,687.0,1274348.0,刘杰,1,8.0,2.08752,727.0,,,0,0.0,0.0,0.0,1330472.0,董子健,0,0.0,2.98989,6771.0,904.0,1274437.0,秦海璐,15,35126.0,2.8872,4510.0,1030.0,1274348.0,刘杰,1,8.0,2.08752,727.0,1325215.0,高山,0,0.0,0.56415,553.0,,1844.0,青春/爱情,2D,2013-08-02,2013,8,2,4,3,31,False,True,False,"['青春', '爱情']",2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8149,['2D'],1,0,0,16769,1,False,True,False,False,False,False
1211,太极侠,106.0,2756.6,1807.0,2.25684,306101.5,0.18756,2.74012,2.00342,0,0,5.4,11653.0,陈虎 Tiger Hu Chen;;;莫文蔚 Karen Mok;;;于海 Hai Yu;;;任达华 Simon Yam;;;叶青 Qing Ye;;;基努·里维斯 Keanu Reeves;;;伊科·乌艾斯 Iko Uwais;;;侯友胜 Ocean Hou,";;;万达影视传媒有限公司 Wanda Media Co., Ltd",";;;万达影视传媒有限公司 Wanda Media Co., Ltd;;;威秀电影亚洲有限公司 Village Roadshow Asia Co., LTD;;;美国环球影业公司 Universal Pictures (Universal Studios Inc. );;;联创组影业公司 Lianchuanzu Film Co.,Ltd",21564.0,6250.0,200.0,1008070.0,基努·里维斯,0,0.0,0.66765,0.0,,,0,0.0,0.0,0.0,1280577.0,陈虎,0,0.0,0.99216,486.0,61.0,1008070.0,基努·里维斯,0,0.0,0.66765,0.0,0.0,1328667.0,迈克尔·G·库尼,0,0.0,0.4951,0.0,,,0,0.0,0.0,0.0,1201.0,1201.0,动作/冒险/武侠,2D/IMAX,2013-07-05,2013,7,5,4,3,27,False,True,False,"['动作', '冒险', '武侠']",3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14008,"['2D', 'IMAX']",1,0,1,16769,1,False,True,False,False,True,True
1214,意外的恋爱时光,93.0,2362.7,997.0,2.38071,238480.01562,0.17667,1.02106,2.98025,0,0,5.6,6608.0,房祖名 Jaycee Chan;;;郭采洁 Amber Kuo;;;于莎莎 Yu Sha Sha;;;钱入富 Ru-fu Qian;;;康恩赫 Enhe Kang;;;高圣远 Archie Kao,";;;北京太合娱乐文化发展股份有限公司 Beijing Taihe Entertainment Co.,Ltd",";;;中央新闻纪录电影制片厂（集团） Central Studio of News Reels Production;;;鲁商传媒集团（山东）文化产业有限公司 Lushang Group Media Branch;;;北京太合娱乐文化发展股份有限公司 Beijing Taihe Entertainment Co.,Ltd",22356.0,6052.0,82.0,1327744.0,黎志,0,0.0,0.61648,0.0,,,0,0.0,0.0,0.0,1036492.0,房祖名,13,32549.0,2.48238,4229.0,753.0,1274814.0,郭采洁,4,96379.0,4.49457,6487.0,3120.0,1327745.0,蔚杰,0,0.0,0.61648,0.0,1335580.0,管娜,2,300.0,0.9036,21.0,1847.0,415.0,爱情/喜剧/公路,2D,2013-11-08,2013,11,8,4,4,45,False,True,False,"['爱情', '喜剧', '公路']",3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5330,['2D'],1,0,0,16769,1,False,False,False,False,False,False
1215,枕边有张脸,96.0,2354.7,932.0,2.84045,545827.3125,0.1591,0.17994000000000002,6.78193,0,0,3.8,4295.0,赵仕瑾 Shijin Zhao;;;吴其江 Qijiang Wu,";;;福建恒业电影发行有限公司 Heng Ye Film Distribution Co.,Ltd",";;;北京同人时代文化传播有限公司 Beijing Tongren Shidai Media Co.,Ltd",2891.0,950.0,25.0,1323628.0,赵小溪,2,48.0,3.36017,0.0,,,0,0.0,0.0,0.0,1320286.0,吴其江,2,1839.0,2.06141,421.0,23.0,1329003.0,赵仕瑾,0,0.0,0.75984,0.0,0.0,1329004.0,牛朝杰,1,1486.0,2.04652,0.0,,,0,0.0,0.0,0.0,808.0,1275.0,惊悚,2D,2013-06-14,2013,6,14,4,2,24,False,True,False,['惊悚'],1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2366,['2D'],1,0,0,16769,1,False,False,False,False,True,False
1216,圣诞玫瑰,92.0,2349.4,1380.0,2.52044,426353.96875,0.18983,3.5409,1.10859,0,0,6.1,6390.0,郭富城 Aaron Kwok;;;桂纶镁 Lun-mei Guey;;;桂纶镁 Lun-mei Guey;;;夏雨 Yu Xia;;;秦海璐 Amanda Qin;;;秦海璐 Amanda Qin;;;廖启智 Kai Chi Liu;;;夏文汐 Patricia Ha;;;李绮虹 Theresa Lee;;;万茜 Qian Wan;;;张震 Zhen Zhang;;;甘国亮 Kwok-Leung Gan;;;张同祖 Joe Cheung;;;施艳飞 Yanfei Shi,";;;博纳辉煌文化传媒（天津）有限公司 Tianjin Bona Media Co.,Ltd",";;;博纳影视娱乐有限公司 Bona Entertainment Co.,Ltd;;;创意联盟制作有限公司 Chuangyi Lianmeng Production Co.,Ltd",32997.0,9712.0,217.0,1018373.0,杨采妮,0,0.0,1.97531,1410.0,,,0,0.0,0.0,0.0,1041390.0,郭富城,11,38641.0,12.27715,8467.0,1340.0,1215287.0,桂纶镁,7,71307.0,2.14012,3121.0,540.0,1018373.0,杨采妮,0,0.0,1.97531,1410.0,1313441.0,吕冠南,1,14976.0,2.37355,0.0,1818.0,1004.0,悬疑/犯罪/惊悚,2D,2013-05-24,2013,5,24,4,2,21,False,True,False,"['悬疑', '犯罪', '惊悚']",3,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7285,['2D'],1,0,0,16769,1,False,False,False,False,False,True
1217,一场风花雪月的事,114.0,2276.3,1404.0,1.72079,134589.625,0.18454,2.85174,1.21497,0,0,4.6,11566.0,杨颖 Angelababy;;;黄晓明 Xiaoming Huang;;;在熙 Hyun-kyoon Lee;;;巍子 Zi Wei,";;;上海银润传媒广告有限公司 Shanghai Yinrun Advertising Media Co.,Ltd",";;;联能传媒有限公司 Lianneng Media Co.,Ltd;;;广州星慕文化发展机构 Guangzhou Xingmu Culture Development Co.,Ltd;;;上海银润传媒广告有限公司 Shanghai Yinrun Advertising Media Co.,Ltd;;;青岛锦绣前程房地产开发有限公司 Qingdao Jinxiuqiancheng Real Estate Development Co.,Ltd;;;北京泰耀文化工作室 Beijing Taiyao Studio;;;国家新闻出版广电总局电影卫星频道节目制作中心 China Movie Channel SARFT;;;烟台市广播电视台 Yantai Broadcasting and TV Station",26712.0,8152.0,230.0,1274943.0,高群书,5,30667.0,4.10533,421.0,,,0,0.0,0.0,0.0,1033011.0,杨颖,13,132193.0,7.29595,23850.0,10280.0,1041404.0,黄晓明,15,240165.0,13.69089,22013.0,6134.0,1287182.0,霍昕,7,144826.0,2.81582,184.0,1274943.0,高群书,2,7628.0,4.10533,421.0,1802.0,1015.0,爱情/动作/警匪,2D,2013-08-08,2013,8,8,3,3,32,False,True,False,"['爱情', '动作', '警匪']",3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7848,['2D'],1,0,0,16769,0,False,True,False,False,False,False
1218,同谋,98.0,2257.6,858.0,2.49463,318815.625,0.18658,2.95541,1.70885,0,0,4.9,3485.0,郭富城 Aaron Kwok;;;张家辉 Nick Cheung;;;江一燕 Yiyan Jiang;;;陈观泰 Kuan-tai Chen;;;李晨浩 Leon Lee;;;阿牛 Ah-Niu;;;小肥 Terence Siufay;;;林威 Wai Lam;;;王骏 Jun Wang;;;梁雅高 Yagao Liang,";;;乐创文娱 Le Vision Pictures (Beijing) Co.,Ltd",";;;乐创文娱 Le Vision Pictures (Beijing) Co.,Ltd;;;寰宇娱乐有限公司 Universe Entertainment;;;广东英明文化传播有限公司 Guangdong Yingming Culture Communication Co., Ltd.;;;太阳娱乐文化有限公司 Sun Entertainment Culture Limited",17626.0,4560.0,295.0,1280774.0,彭顺,3,9077.0,3.14648,279.0,,,0,0.0,0.0,0.0,1041390.0,郭富城,10,36383.0,12.27715,8467.0,1340.0,1037273.0,张家辉,8,64565.0,10.53634,5252.0,38.0,1280774.0,彭顺,3,9077.0,3.14648,279.0,1327609.0,吴孟璋,0,0.0,1.38979,0.0,883.0,883.0,惊悚/动作/悬疑/惊悚,2D,2013-04-27,2013,4,27,5,2,17,False,True,False,"['惊悚', '动作', '悬疑', '惊悚']",4,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6685,['2D'],1,0,0,16769,1,False,False,False,False,True,True
1219,电梯惊魂,88.0,2221.0,1022.0,2.05652,374898.15625,0.17429,0.7228399999999999,5.06562,0,0,3.5,4600.0,蓝正龙 Ching-Lung Lan;;;周秀娜 Chrissie Chau;;;谢君豪 Kwan-Ho Tse;;;蔡鸿翔 Hongxiang Cai;;;杨青 Qing Yang,,";;;万达影视传媒有限公司 Wanda Media Co., Ltd;;;广东金逸珠江电影院线有限公司 GZ. JinYiZhuJiang Movie Circuit Co.,Ltd;;;浙江横店电影院线有限公司 HG Entertainment;;;河南文化影视集团有限公司 Henan Culture Media Group Co.,Ltd;;;江苏文化产业集团 Jiangsu Culture Industry Group;;;北京新影联影业有限责任公司 Beijing New Film Association Co,.Ltd;;;大地时代电影发行（北京）有限公司 Dadi Century Films Distribution（Beijing）Co.,Ltd;;; 湖北银兴院线影业有限责任公司 HuBei Yin Xin Theatre Chain Co., LTD;;;河北影视集团有限公司 Hebei Entertainment Group Co.,Ltd;;;北京海润影业股份有限公司 Beijing Hairun Pictures Co.,Ltd;;;北京一声春雷影视文化有限公司 Beijing Yisheng Chunlei Film＆Television Culture Co., Ltd.;;;北京春秋四海影业投资有限公司 Beijing Chunqiu Sihai Pictures Investment Co.,Ltd",2442.0,890.0,17.0,1315135.0,宁敬武,2,27.0,4.09424,0.0,,,0,0.0,0.0,0.0,1275624.0,蓝正龙,2,1372.0,1.38343,1290.0,64.0,1313563.0,周秀娜,6,134966.0,3.39067,4427.0,594.0,1326364.0,刘沄朋,0,0.0,1.23474,0.0,1315135.0,宁敬武,1,4.0,4.09424,0.0,,1201.0,惊悚/惊悚,2D,2013-02-22,2013,2,22,4,1,8,False,True,False,"['惊悚', '惊悚']",2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1183,['2D'],1,0,0,16769,1,False,False,False,False,False,True
1221,诡婴吉咪,92.0,1819.1,1388.0,2.09978,146246.40625,0.17354,2.06348,1.63756,0,0,3.6,3251.0,林峯 Raymond Lam;;;盛君 Jun Sheng;;;吴千语 Karena Ng;;;徐子珊 Kate Tsui;;;于波 Bo Yu;;;温碧霞 Irene Wan;;;卢海鹏 Hoi-Pang Lo;;;程前 Qian Cheng,";;;乐创文娱 Le Vision Pictures (Beijing) Co.,Ltd",";;;乐创文娱 Le Vision Pictures (Beijing) Co.,Ltd;;;上海合禾影视投资有限公司 Shanghai Hehe Entertainment Investment Co.,Ltd",2635.0,595.0,23.0,1289819.0,梁普智,0,0.0,0.43214,0.0,,,0,0.0,0.0,0.0,1037562.0,林峯,6,61551.0,1.6935099999999998,1346.0,619.0,1326280.0,夏嫣,1,5830.0,0.8912100000000001,0.0,141.0,1333653.0,黄博,0,0.0,0.43214,0.0,,,0,0.0,0.0,0.0,883.0,883.0,惊悚,3D,2013-10-31,2013,10,31,3,4,44,False,True,False,['惊悚'],1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2366,['3D'],0,1,0,16769,0,False,False,False,False,True,True
1223,孤岛惊魂2,93.0,1672.8,597.0,0.95087,41576.94531,0.16582,0.25438,0.76589,0,1,2.8,6207.0,邓家佳 Jiajia Deng;;;陈志朋 Julian Chen,";;;广州美亚华天下电影发行有限公司 Guangzhou Meiya Huatianxia Film Distribution Co., Ltd;;;北京东方画面影业有限公司 Beijing Dongfang Huamian Film Co.,Ltd",";;;广东珠江电影集团有限公司 Guangdong Zhujiang Film Group Co.,Ltd;;;美亚长城传媒（北京）有限公司 Meiya Great Wall Media（Beijing） Co.,Ltd",4238.0,1395.0,26.0,1280788.0,钟继昌,1,8905.0,1.19257,0.0,,,0,0.0,0.0,0.0,1274361.0,邓家佳,8,29871.0,2.20392,4639.0,1292.0,1274865.0,陈志朋,3,21796.0,1.37134,2668.0,535.0,1326069.0,方思行,0,0.0,0.33577,0.0,,,0,0.0,0.0,0.0,750.0,1366.0,惊悚/悬疑,2D,2013-01-26,2013,1,26,5,1,4,False,True,False,"['惊悚', '悬疑']",2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4467,['2D'],1,0,0,16769,1,True,False,False,False,False,False
1224,一路顺疯,95.0,1425.1,943.0,2.21516,291469.9375,0.1937,4.9634800000000014,0.87592,0,0,5.1,4252.0,包贝尔 Beier Bao;;;蒋梦婕 Mengjie Jiang;;;鲍起静 Hee Ching Paw;;;刘桦 Hua Liu;;;李欣汝 Shera Li;;;黄小蕾 Xiaolei Huang;;;刘芸 Yun Liu;;;陈思诚 Sicheng Chen,";;;新华展望传媒有限公司 Xinhua Zhanwang Media Co., Ltd.",";;;新华展望传媒有限公司 Xinhua Zhanwang Media Co., Ltd.;;;上海青曦文化传播有限公司 Shanghai Qingxi Media Co.,Ltd",13347.0,2578.0,42.0,1275004.0,叶伟民,4,10703.0,4.05861,213.0,,,0,0.0,0.0,0.0,1274763.0,陈思诚,5,49284.0,15.28132,3643.0,1400.0,1315866.0,包贝尔,9,160963.0,7.61795,4906.0,1293.0,1274823.0,文隽,4,21401.0,4.554869999999998,300.0,1317862.0,杨梅媛,1,4343.0,1.5154299999999998,0.0,305.0,305.0,喜剧,2D,2013-09-29,2013,9,29,6,3,39,False,True,False,['喜剧'],1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10255,['2D'],1,0,0,16769,1,False,False,True,False,False,False
1225,201314,92.0,1326.4,1140.0,2.76996,216319.90625,0.16510999999999998,0.28128000000000003,3.87125,0,0,4.2,5165.0,郭晓然 Xiaoran Guo;;;金晨 Chen Jin;;;牛群 Qun Niu;;;王璐瑶 Luyao Wang;;;郭鑫 Xin Guo;;;姜潮 Jo;;;芷玄 Zhi Xuan,,";;;北京富宇世纪文化传媒有限公司 Beijing Fuyu Century Media  Co.,Ltd;;;上海鹏锦影视文化有限公司 Shanghai Pengjin Entertainment Co.,Ltd;;;北京泛亚视觉文化传播有限公司 Beijing Fanya Vision Media  Co.,Ltd;;;北京无限自在文化传媒股份有限公司 Beijing Wishart Communication Co.,Ltd",6902.0,680.0,9.0,1320825.0,孔令晨,2,19.0,0.88669,77.0,,,0,0.0,0.0,0.0,1324753.0,郭晓然,2,1898.0,1.03781,0.0,0.0,1315103.0,金晨,0,0.0,0.90637,0.0,1108.0,1325382.0,朱博文,0,0.0,0.7420100000000001,0.0,1364908.0,高超,0,0.0,0.56187,0.0,,1857.0,爱情,2D,2013-01-01,2013,1,1,1,1,1,False,True,False,['爱情'],1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5737,['2D'],1,0,0,16769,0,False,False,False,False,False,False
1226,制服,95.0,1293.6,1196.0,2.9727900000000003,419066.6875,0.19249,5.27051,1.64322,0,0,5.0,3278.0,任达华 Simon Yam;;;徐若瑄 Vivian Hsu;;;颖儿 Jacoke Liu;;;袁弘 Hong Yuan;;;黄奕 Crystal Huang;;;陈思诚 Sicheng Chen;;;欧弟 O.D;;;李艾 Ai Li;;;吴樾 Yue Wu;;;梁敏仪 Winnie Leung;;;刘仪伟 Yiwei Liu;;;高群书 Qunshu Gao,";;;北京橙天嘉禾影视制作有限公司 Golden Harvest Entertainment Co. Ltd;;;浙江横店电影发行有限公司 Zhejiang Hengdian Film Distribution Co.,Ltd;;;万达影视传媒有限公司 Wanda Media Co., Ltd;;;大地时代电影发行（北京）有限公司 Dadi Century Films Distribution（Beijing）Co.,Ltd;;; 上海电影股份有限公司影视发行分公司 Eastern Mordor",";;;河南电影电视制作集团有限公司 Henan Film and Television Production Group Co.,Ltd;;;北京天生之道文化艺术有限公司 Beijing Ifilmfilm Art and Culture Co.,Ltd;;;北京橙天嘉禾影视制作有限公司 Golden Harvest Entertainment Co. Ltd;;;浙江横店电影发行有限公司 Zhejiang Hengdian Film Distribution Co.,Ltd;;;香港影王朝有限公司 MVP Co.,Ltd;;;河南电影制片厂 Henan Film Studio;;;上海忧创影视文化有限公司 Shanghai Youchuang Entertainment Co.,Ltd;;;万达影视传媒有限公司 Wanda Media Co., Ltd;;;大地时代电影发行（北京）有限公司 Dadi Century Films Distribution（Beijing）Co.,Ltd",10222.0,1925.0,52.0,1314745.0,王光利,2,1068.0,0.59299,0.0,,,0,0.0,0.0,0.0,1031194.0,任达华,16,122729.0,6.47194,5402.0,203.0,1032562.0,,8,63057.0,0.0,0.0,0.0,1333327.0,邓晓华,0,0.0,0.3851,0.0,1322858.0,秦雯,2,2622.0,0.61817,0.0,600.0,998.0,惊悚,2D,2013-10-29,2013,10,29,1,4,44,False,True,False,['惊悚'],1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2366,['2D'],1,0,0,16769,0,False,False,False,False,False,False
1227,金刚王：死亡救赎,115.0,1270.5,1155.0,1.98616,121189.35938,0.17509,1.28713,1.11754,0,0,5.3,333.0,姜宝成 Baocheng Jiang;;;南贤俊 Popin Hyeon-joon;;;释彦能 Yanneng Shi;;;刘承俊 Sung-junYoo;;;雅玫 Yamei Zhang;;;仓田保昭 Yasuaki Kurata,";;;寰亚电影发行（北京）有限公司 Media Asia Film Distribution (Beijing) Co.,Ltd;;;北京安石英纳电影发行公司 Beijing Anshi Yingna Film Distribution Co.,LTD",";;;宁夏电影集团有限公司 Ningxia Film Group Co.,Ltd;;;寰亚电影制作有限公司 Media Asia Film Production Co., Ltd.;;;北京麒麟网信息科技有限公司 Beijing qi lin nets information technology Co.,;;;北京华鸣星空国际文化传媒发展有限公司 Beijing Huaming Xingkong International Media Co.,Ltd;;;国家新闻出版广电总局电影卫星频道节目制作中心 China Movie Channel SARFT;;;中视新影影业投资发展有限公司 China New Film Co.,Ltd;;;北京大桥唐人影视传媒有限公司 Beijing Daqiao Tangren Entertainment Co.,Ltd;;;北京灵动力量文化传媒有限公司 Beijing Lingdong Liliang Media Co.,Ltd",4545.0,1235.0,102.0,1274489.0,罗永昌,2,1098.0,2.12998,0.0,,,0,0.0,0.0,0.0,1202926.0,释彦能,8,188348.0,1.7786099999999998,162.0,26.0,1314482.0,刘承俊,5,111238.0,1.72399,1225.0,42.0,1321054.0,杨真鉴,0,0.0,0.60331,0.0,1320823.0,曲瓅男,1,256.0,0.43818,0.0,1488.0,1439.0,动作/武侠,3D,2013-09-24,2013,9,24,1,3,39,False,True,False,"['动作', '武侠']",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8904,['3D'],0,1,0,16769,0,False,False,False,False,True,False
