id,title,duration,technology,type,boxoffice,first_boxoffice,actor,issue_company,manu_company,release_date,year,month,day,day_of_week,quarter,week,type_list,num_types,genre_剧情,genre_爱情,genre_喜剧,genre_动作,genre_惊悚,genre_动画,genre_悬疑,genre_冒险,genre_犯罪,genre_战争,genre_恐怖,genre_奇幻,genre_儿童,genre_纪录片,genre_青春,technology_list,technology_2D,technology_3D,technology_IMAX,year_2000,year_2001,year_2002,year_2003,year_2004,year_2005,year_2006,year_2007,year_2008,year_2009,year_2010,year_2011,year_2012,year_2013,year_2014,year_2015,year_2016,year_2017,year_2018,year_2019,is_weekend,springfestival,summer,nationalday
207,天狗,104.0,2D,剧情,681.3,45.0,富大龙 Dalong Fu,";;;中国电影集团公司 China Film Group Corporation;;;陕西西影华谊电影发行有限公司 ShanXi XiYing HuaYi Film Distribution Co., LTD;;;北京李家文化艺术有限公司 Beijing Lijia Culture＆Art Co., Ltd.",";;;上海电影制片厂 Shanghai Film Studio;;;上海电影（集团）有限公司 Shanghai Film Group Co.,Ltd;;;北京李家文化艺术有限公司 Beijing Lijia Culture＆Art Co., Ltd.;;;广东国视文化传播有限公司 Guangdong Guoshi Cultural Communication Co., Ltd.;;;福建省东宇影视有限公司 Fujian Dongyu Film＆Television Co., Ltd.",2006-06-20,2006,6,20,1,2,25,['剧情'],1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['2D'],1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False,False
208,墨攻,133.0,2D,战争,6701.8,2100.0,刘德华 Andy Lau;;;安圣基 Seong-gi Ahn;;;王志文 Zhiwen Wang;;;范冰冰 Bingbing Fan;;;崔始源 Si-won Choi;;;钱小豪 Siu-hou Chin;;;午马 Ma Wu;;;吴奇隆 Nicky Wu;;;徐向东 Xiangdong Xu;;;何建泽 HeJianZe;;;林永健 Yongjian Lin;;;杨丽晓 Lixiao Yang,";;; Amuse Soft Entertainment;;; Comstock;;; Deltamac Entertainment;;;安乐影片有限公司 EDKO Film Co.,Ltd;;; Group Power;;; Shaw Organisation;;;陕西西影华谊电影发行有限公司 ShanXi XiYing HuaYi Film Distribution Co., LTD;;;中国电影集团公司 China Film Group Corporation",";;; Boram Entertainment Inc.;;; Comstock;;; Hark &#38; Company;;;华谊兄弟传媒股份有限公司 Huayi Brothers Media Group Co.,Ltd;;; Small Potato Productions;;;骄阳电影有限公司 Sundream Motion Pictures;;; World Top",2006-11-23,2006,11,23,3,4,47,['战争'],1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,['2D'],1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False,False
209,疯狂的石头,98.0,2D,喜剧,2536.4,,黄渤 Bo Huang;;;杜杰 Jie Du;;;郭涛 Tao Guo;;;连晋 Teddy Lin;;;刘桦 Hua Liu;;;王迅 Xun Wang;;;徐峥 Zheng Xu;;;宁浩 Hao Ning;;;岳小军 Xiaojun Yue;;;候珠 Zhu Hou,";;; EuropaCorp. Distribution;;; Golden Village Entertainment;;;北京中影元申影业有限公司 Beijing Zhongying Yuanshen Pictures Co.,Ltd;;;中影华纳横店影视有限公司 Warner China Film HG Corporation",";;;映艺娱乐有限公司 Focus Films Limited;;;四方源创国际影视文化传播有限公司 Sifang Yuanchuang International Film and TV Culture Communication Co.,Ltd;;;中影华纳横店影视有限公司 Warner China Film HG Corporation",2006-06-30,2006,6,30,4,2,26,['喜剧'],1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,['2D'],1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,False,False,False
210,圆明园,93.0,2D,纪录片,546.2,18.0,,";;;华夏电影发行有限责任公司 Huaxia Film Distribution Co.,Ltd",;;;北京科学教育电影制片厂 Beijing Science Education Film Studios;;; 广西电视台 Guangxi TV Station,2006-09-08,2006,9,8,4,3,36,['纪录片'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,['2D'],1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,False,False,False
211,大道如天,95.0,2D,剧情,1151.9,,张瑜 Yu Zhang;;;董勇 Yong Dong;;;吕晓禾 Xiaohe Lu;;;郑小宁 Xiaoning Zheng;;;刘芸 Yun Liu;;;吕凉 Liang Lv,";;;上海张瑜影视文化发展有限责任公司 Shanghai Zhangyu Movie Culture Development Co.,LTD",";;;上海电影（集团）有限公司 Shanghai Film Group Co.,Ltd;;;上海张瑜影视文化发展有限责任公司 Shanghai Zhangyu Movie Culture Development Co.,LTD",2006-06-30,2006,6,30,4,2,26,['剧情'],1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['2D'],1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,False,False,False
212,父子,150.0,2D,剧情,186.8,65.0,郭富城 Aaron Kwok;;;杨采妮 Charlie Yeung;;;林熙蕾 Kelly Lin;;;秦海璐 Amanda Qin;;;许茹芸 Valen Hsu;;;陈哲民 Lester Chit-Man Chan;;;徐天佑 Ting Yau Tsui;;;吴景滔 Jingtao Wu;;;曾志伟 Eric Tsang;;;林依轮 Yilun Lin,;;; Go Film Distribution;;;映艺娱乐有限公司 Focus Films Limited;;;Panorama Entertainment Panorama Entertainment;;; Shaw Organisation;;;博纳影业集团股份有限公司 Bona Film Group,;;;黑白映画有限公司 Black and White Films;;;映艺娱乐有限公司 Focus Films Limited;;;宽银幕电影工作室 Vision Films,2006-11-30,2006,11,30,3,4,48,['剧情'],1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['2D'],1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False,False
213,又见梅兰芳,95.0,2D,纪录片,31.8,,梅葆玖 Baojiu Mei;;;李胜素 Shengsu Li;;;魏海敏 Haimin Wei;;;胡文阁 Wenge Hu,";;;华夏电影发行有限责任公司 Huaxia Film Distribution Co.,Ltd",,2006-10-20,2006,10,20,4,4,42,['纪录片'],1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,['2D'],1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,False,False,False
214,网络少年,95.0,2D,剧情,38.0,,殷桃 Tao Yin;;;黄宏 Hong Huang;;;赵尔康 Erkang Zhao;;;刘莉莉 Lili Liu,";;;北京紫禁城三联影视发行有限公司 Beijing Forbidden City Sanlian Distribution Co.,Ltd",";;;北京永庄文化发展有限公司 Beijing Yongzhuang Cultural Development Co., Ltd.;;;上海盛大网络发展有限公司 SNDA NETWORKING",2006-05-01,2006,5,1,0,2,18,['剧情'],1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['2D'],1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False,False
215,第601个电话,90.0,2D,爱情,1053.6,450.0,张柏芝 Cecilia Cheung;;;胡歌 Hugh;;;牛犇 Ben Niu;;;周笔畅 BiBi Chou;;;张萌 Alina Zhang;;;张国立 Guoli Zhang;;;郭德纲 Degang Guo,";;;北京中影元申影业有限公司 Beijing Zhongying Yuanshen Pictures Co.,Ltd;;;上海电影股份有限公司影视发行分公司 Eastern Mordor;;;中国电影集团公司 China Film Group Corporation",";;;上海电影（集团）有限公司 Shanghai Film Group Co.,Ltd;;;北京紫禁城影业有限责任公司 Beijing Forbidden City Pictures Co.,Ltd;;;上海电影股份有限公司影视发行分公司 Eastern Mordor",2006-08-18,2006,8,18,4,3,33,['爱情'],1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['2D'],1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,False,True,False
216,图雅的婚事,86.0,2D,剧情,200.7,30.0,余男 Nan Yu,";;; A-Film Distribution;;; Arsenal;;;中国电影集团公司 China Film Group Corporation;;; Discovery Films;;; Frenetic Films;;; Golem Distribuci&#243;n;;; Lucky Red;;; Maywin Media;;; Music Box Films;;; NonStop Entertainment;;; Pretty Pictures;;;华夏电影发行有限责任公司 Huaxia Film Distribution Co.,Ltd",;;; Maxyee Culture Industry;;; Xian Motion Picture Company,2006-09-21,2006,9,21,3,3,38,['剧情'],1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['2D'],1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False,False
217,不能忘却的长征,75.0,2D,纪录片/革命,60.8,60.0,,;;;中国国际电视总公司 China International Television Corporation,;;;中国国际电视总公司 China International Television Corporation,2006-12-25,2006,12,25,0,4,52,"['纪录片', '革命']",2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,['2D'],1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False,False
218,霍元甲,104.0,2D,动作/剧情,10500.7,819.0,李连杰 Jet Li;;;中村狮童 Shido Nakamura;;;孙俪 Betty Sun;;;董勇 Yong Dong;;;鲍起静 Hee Ching Paw;;;曲云 Yun Qu;;;内森·琼斯 Nathan Jones;;;布兰登·雷亚 Brandon Rhea;;;约翰·佩斯里 John Paisley;;;邹兆龙 Collin Chou;;;原田真人 Masato Harada;;;赵志刚 Zhigang Zhao;;;杨紫琼 Michelle Yeoh;;;伊恩·鲍尔斯 Ian Powers;;;陈之辉 Zhihui Chen;;;向佐 Jacky Heung,";;;罗格影业 Luo Ge Ying Ye;;; Alliance Atlantis Home Video;;; Bazuca Films;;; Buena Vista International;;;美国哥伦比亚影业公司 Columbia Pictures Industries, Inc.;;;  Delta Films;;; Distribution Company;;; Gativideo;;; Hollydan Works;;; Medyavizyon;;; Monopole-Path&#233;;;; Odeon Films;;; RCV Film Distribution;;; RCV Home Entertainment;;; United International Pictures (UIP);;;中国电影集团公司 China Film Group Corporation",;;;中国电影合作制片公司 China Film Co-Production Corporation;;; Hero China International;;; Wide River Investments,2006-01-25,2006,1,25,2,1,4,"['动作', '剧情']",2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,['2D'],1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,False,False
219,面纱,125.0,2D,爱情,302.6,90.0,李滨 Bin Li;;;莎莉·霍金斯 Sally Hawkins;;;托比·琼斯 Toby Jones;;;李炯楷 Johnny Lee;;;冯砾 Li Feng;;;爱德华·诺顿 Edward Norton;;;黛安娜·里格 Diana Rigg;;;列维·施瑞博尔 Liev Schreiber;;;娜奥米·沃茨 Naomi Watts;;;黄秋生 Anthony Wong;;;夏雨 Yu Xia,";;; Yari Film Group Releasing;;;华纳独立影业 Warner Independent Pictures;;;  Aurum Producciones;;; Eagle Pictures;;; Gativideo;;; Independent Films;;; Metropolitan Filmexport;;; Nordisk Film Theatrical Distribution;;; Prime Entertainment;;; Shaw Organisation;;;北京中影元申影业有限公司 Beijing Zhongying Yuanshen Pictures Co.,Ltd;;; Warner Home Video;;;华纳家庭娱乐公司 Warner Home Video;;;中影华纳横店影视有限公司 Warner China Film HG Corporation",";;; WIP;;; Stratus Film Co.;;; Bob Yari Productions;;; Class 5 Films;;; Colleton Company, The;;; Dragon Studios;;; Emotion Pictures;;; Mark Gordon Company, The;;;中影华纳横店影视有限公司 Warner China Film HG Corporation",2006-12-29,2006,12,29,4,4,52,['爱情'],1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,['2D'],1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,False,False,False
220,春田花花同学会,95.0,2D,动画/喜剧,1200.7,358.0,区瑞强 Albert Au (voice);;;陈子聪 Convoy Chan Chi-Chung (voice);;;房祖名 Jaycee Chan (voice);;;陈柏霖 Berlin Chen (voice);;;刘以达 Tats Lau (voice);;;黄秋生 Anthony Wong (voice);;;郑中基 Ronald Cheng (voice);;;陈慧琳 Kelly Chen (voice);;;蒋志光 Ram chiang (voice);;;张兆辉 Siu-fai Cheung (voice);;;张达明 Tat-Ming Cheung (voice);;;詹瑞文 Sui-man Chim (voice);;;徐天佑 Ting Yau Tsui (voice);;;邓兆尊 Siu Juen Dang (voice);;;杜可风 Christopher Doyle (voice);;;方力申 Alex Fong (voice);;;傅颖 Theresa Fu (voice);;;夏春秋 Chun Chau Ha (voice);;;何超仪 Josie Ho (voice);;;许绍雄 Shiu Hung Hui (voice);;;池珍熙 Jin-hee Ji (voice);;;黎耀祥 Yiu-Cheung Lai (voice);;;林海峰 Jan Lamb (voice);;;林一峰 Chet Lam (voice);;;李茏怡 Tiffany Lee (voice);;;梁洛施 Isabella Leung (voice);;;梁汉文 Edmond Leung (voice);;;梁咏琪 Gigi Leung (voice);;;连凯 Andrew Lien (voice);;;苗侨伟 Michael Miu (voice);;;吴雨霏 Kary Ng (voice);;;吴君如 Sandra Ng (voice);;;岑建勋 John Sham (voice);;;曾志伟 Eric Tsang (voice);;;谢霆锋 Nicholas Tse (voice);;;黄又南 You-nam Wong (voice);;;杨爱瑾 Miki Yeung (voice);;;尹子维 Terence Yin (voice);;;余文乐 Shawn Yue (voice);;;周笔畅 BiBi Chou (voice);;;张志光 Chi-Kwong Cheung (voice);;;方中信 Alex Fong (voice),";;;新华展望传媒有限公司 Xinhua Zhanwang Media Co., Ltd.;;;中国电影集团公司 China Film Group Corporation",";;;银都机构有限公司 Sil-Metropole Organization Ltd.;;;摩根·陈影业有限公司 Morgan Chen Pictures  Co.,Ltd",2006-01-26,2006,1,26,3,1,4,"['动画', '喜剧']",2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,['2D'],1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,False,False
221,鸡犬不宁,100.0,2D,喜剧,551.2,50.0,金宏 Hong Jin;;;李强 Qiang Li;;;王宏伟 Hongwei Wang;;;小香玉 Xiangyu Xiao;;;徐帆 Fan Xu;;;姚橹 Lu Yao,";;; Cathay-Keris Films;;; Shapira Films;;;陕西西影华谊电影发行有限公司 ShanXi XiYing HuaYi Film Distribution Co., LTD;;;华谊兄弟传媒股份有限公司 Huayi Brothers Media Group Co.,Ltd;;;中国电影集团公司 China Film Group Corporation",";;;华谊兄弟传媒股份有限公司 Huayi Brothers Media Group Co.,Ltd",2006-10-26,2006,10,26,3,4,43,['喜剧'],1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,['2D'],1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False,False
222,夜宴,131.0,2D,剧情/动作,13001.0,4500.0,章子怡 Ziyi Zhang;;;葛优 You Ge;;;吴彦祖 Daniel Wu;;;周迅 Xun Zhou;;;马精武 Jingwu Ma;;;黄晓明 Xiaoming Huang;;;徐熙颜 Xiyan Xu;;;马伦 Lun Ma,";;; Alexandra Films;;; Atlantic Film;;; Buena Vista International (Australia);;; Dragon Dynasty;;; Dutch FilmWorks (DFW);;; EcoFilmes;;; Future Film;;; GAGA Communications;;; Kinowelt Home Entertainment;;; Long Shong Entertainment Multimedia Company;;; Metrodome Distribution;;; Momentum Pictures;;; Shapira Films;;; Shaw Organisation;;;法国映欧嘉纳影业 Studio Canal;;; Viva Films;;;中国电影集团公司 China Film Group Corporation;;;华谊兄弟传媒股份有限公司 Huayi Brothers Media Group Co.,Ltd",";;;华谊兄弟传媒股份有限公司 Huayi Brothers Media Group Co.,Ltd;;;寰亚电影制作有限公司 Media Asia Film Production Co., Ltd.",2006-09-15,2006,9,15,4,3,37,"['剧情', '动作']",2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,['2D'],1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,False,False,False
223,伤城,110.0,2D,剧情/犯罪,7431.1,2000.0,梁朝伟 Tony Leung;;;金城武 Takeshi Kaneshiro;;;舒淇 Hsu Chi;;;徐静蕾 Jinglei Xu;;;贝安琪 Ankie Beilke;;;陈保元 Ricky;;;张锦程 Emotion Cheung;;;侯焕玲 Woon Ling Hau;;;江美仪 Elena Kong;;;黎耀祥 Yiu-Cheung Lai;;;李达超 Tatchiu Lee;;;梁靖琪 Toby Leung;;;刘家荣 Chia Yung Liu;;;罗耀辉 Yiu-Fai Law;;;苏伟南 So Wai Nam;;;谭俊彦 Shaun Tam;;;杜汶泽 Chapman To;;;董敏莉 Monie Tung;;;尹扬明 Yeung Ming Wan;;;黄伊汶 Emme Wong;;;岳华 Hua Yueh;;;罗耀辉 Yiu-Fai Law;;;陈保元 Ricky,";;; Galileo Medien AG;;; Hopscotch Productions;;; MK2 Diffusion;;;山水国际娱乐股份有限公司 Serenity Entertainment International Co.,Ltd;;; Shaw Organisation;;; Versus Entertainment;;;博纳影业集团股份有限公司 Bona Film Group",";;;寰亚电影制作有限公司 Media Asia Film Production Co., Ltd.;;; Avex Entertainment;;;银都机构有限公司 Sil-Metropole Organization Ltd.;;; Basic Pictures",2006-12-21,2006,12,21,3,4,51,"['剧情', '犯罪']",2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,['2D'],1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False,False
224,新街口,90.0,2D,喜剧,40.9,,吴超 Chao Wu;;;范霞 Xia Fan;;;黄渤 Bo Huang;;;曾志伟 Eric Tsang;;;杨臣刚 Chenggang Yang;;;高虎 Hu Gao;;;雪村 Cun Xue,";;;中影集团数字电影院线有限公司 China Film Group Digital Cinema Line Co.,Ltd;;;北京年恩长影文化传播有限公司 Beijing Nianen Changying Culture Communication Co., LTD;;;北京春秋时代文化有限公司 Beijing Chunqiu Time Culture Co.,Ltd",";;;北京金嘉利国际文化传媒有限公司 Beijing Jinjiali International Cultural Media Co., Ltd.",2006-07-14,2006,7,14,4,3,28,['喜剧'],1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,['2D'],1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,False,True,False
225,喜马拉雅王子,108.0,2D,剧情,400.5,,洛桑群培 Lopsang,;;;上海电影股份有限公司影视发行分公司 Eastern Mordor,;;; Hus Entertainment;;;上海电影制片厂 Shanghai Film Studio,2006-10-20,2006,10,20,4,4,42,['剧情'],1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['2D'],1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,False,False,False
226,芳香之旅,114.0,2D,剧情,100.0,,范伟 Wei Fan;;;聂远 Yuan Nie;;;张静初 Jingchu Zhang,";;; ImaginAsian Pictures;;; ImginAsian Home Entertainment;;; Showgate;;;北京川江联盟影视文化有限公司 Beijing Chuanjiang Union Film and TV Culture Ltd;;;中国电影集团公司 China Film Group Corporation;;;北京光彩泛海文化传媒有限公司 Bei Jing Guang Cai Fa Hai Culture Media Co., LTD",";;; Youth Film Studio;;;北京电影学院青年电影制片厂 Beijing Film Academy Youth Film Studio;;;北京光彩泛海文化传媒有限公司 Bei Jing Guang Cai Fa Hai Culture Media Co., LTD",2006-02-14,2006,2,14,1,1,7,['剧情'],1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['2D'],1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,True,False,False
227,望山,93.0,2D,剧情,0.5,,周波 Bo Zhou;;;王双宝 Shuangbao Wang;;;董萍 Ping Dong;;;崔志豪 Zhihao Cui,,;;;天山电影制片厂 Tianshan Film Studio;;; Xinjiang Dasen Culture Media,2006-07-28,2006,7,28,4,3,30,['剧情'],1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['2D'],1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,False,True,False
228,燃情岁月,95.0,2D,剧情,38.0,38.0,高峰 Feng Gao,";;;华夏电影发行有限责任公司 Huaxia Film Distribution Co.,Ltd",;;;北京电影制片厂 Beijing Film Studio;;;国家新闻出版广电总局电影卫星频道节目制作中心 China Movie Channel SARFT,2006-06-16,2006,6,16,4,2,24,['剧情'],1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['2D'],1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,False,False,False
229,伊莎贝拉,91.0,2D,剧情,210.1,98.0,杜汶泽 Chapman To;;;梁洛施 Isabella Leung;;;何超仪 Josie Ho;;;黄秋生 Anthony Wong;;;詹瑞文 Sui-man Chim;;;张致恒 Steven Cheung;;;焯匀 Meme Tian;;;尹扬明 Yeung Ming Wan;;;余文乐 Shawn Yue;;;曾国祥 Kwok Cheung Tsang,;;;寰亚影视发行（香港）有限公司 Media Asia Distribution;;; Mega Star Video Distribution;;; Shaw Organisation;;;博纳影业集团股份有限公司 Bona Film Group;;;中国电影集团公司 China Film Group Corporation,";;; Not Brothers;;;寰亚电影制作有限公司 Media Asia Film Production Co., Ltd.",2006-04-04,2006,4,4,1,2,14,['剧情'],1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['2D'],1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False,False
230,双镖,95.0,2D,悬疑/动作,500.1,,瑞特·盖艾斯 Rhett Giles;;;苏瑾 Jin Su,";;;美国狮门影片公司 Lionsgate Films;;;北京新华环球影视文化传播有限公司 Beijing Xinhua Huanqiu Entertainment Co.,Ltd;;;美亚电影制作有限公司 Mei Ah Movie Production Co.,Ltd;;;中国电影集团公司 China Film Group Corporation",";;;西安美亚文化传播有限公司 Xi'an Meiya Media Co., Ltd",2006-10-13,2006,10,13,4,4,41,"['悬疑', '动作']",2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,['2D'],1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,False,False,False
231,零公里,90.0,2D,剧情,0.1,52.0,姚琳娜 Linna Yao;;;高天 Tian Gao,";;;上海祥盛影视制作发行有限公司 Shanghai Xiangsheng Film＆Television Production and Distribution Co., Ltd.",";;;上海祥盛影视制作发行有限公司 Shanghai Xiangsheng Film＆Television Production and Distribution Co., Ltd.",2006-05-12,2006,5,12,4,2,19,['剧情'],1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['2D'],1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,False,False,False
232,战神再现,94.0,2D,动作/惊悚,300.3,,黄圣依 Eva Huang;;;魔裟斗 Masato;;;白田久子 Hisako Shirata;;;黄子华 Chi Wah Wong;;;高雄 Eddy Ko;;;李子雄 Waise Lee;;;卢惠光 Kenneth Lo,";;; Art Port;;;新华展望传媒有限公司 Xinhua Zhanwang Media Co., Ltd.;;;中国电影集团公司 China Film Group Corporation;;;华夏电影发行有限责任公司 Huaxia Film Distribution Co.,Ltd",;;;天津电影制片厂 Tianjin Film Studio;;;同道制作有限公司 Same Way Productions Limited,2006-04-30,2006,4,30,6,2,17,"['动作', '惊悚']",2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,['2D'],1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,False,False,False
233,红色满洲里,95.0,2D,剧情,0.5,,王嘉 Jia Wang;;;辛柏青 Baiqing Xin,;;;内蒙古电影制片厂有限责任公司 Inner Mongolia Film Studio,;;;内蒙古电影制片厂有限责任公司 Inner Mongolia Film Studio,2006-06-29,2006,6,29,3,2,26,['剧情'],1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,['2D'],1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False,False
234,玉战士,110.0,2D,奇幻/动作/冒险/武侠,360.3,250.0,托米·艾昂 Tommi Eronen;;;马库·佩托拉 Markku Peltola;;;张静初 Jingchu Zhang;;;成泰燊 Taishen Cheng;;;党昊 Hao Dang,";;; A-Film Distribution;;; Blind Spot Pictures Oy;;; Blue Sky Media;;; Fu Works;;;北京命之作影视文化发展有限公司 Beijing Mingzhizuo film and Television Culture Development Co., Ltd.;;; RUSCICO;;; Sandrew Metronome Distribution;;;北京中影元申影业有限公司 Beijing Zhongying Yuanshen Pictures Co.,Ltd;;; Yleisradio (YLE);;;中影华纳横店影视有限公司 Warner China Film HG Corporation",";;; Blind Spot Pictures Oy;;; Fu Works;;; Film Tower;;;北京命之作影视文化发展有限公司 Beijing Mingzhizuo film and Television Culture Development Co., Ltd.;;; A-Film Distribution;;; Arte;;; Finnish Film Foundation;;; Sandrew Metronome Distribution;;; Troika Entertainment GmbH;;; Yleisradio (YLE);;; Zweites Deutsches Fernsehen (ZDF);;;中影华纳横店影视有限公司 Warner China Film HG Corporation",2006-10-24,2006,10,24,1,4,43,"['奇幻', '动作', '冒险', '武侠']",4,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,['2D'],1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,False,False
